,ARI,FRE,CLI,Gunning Index,Body Length,Presence of URL,Code to Text Ratio,Title Body Similarity,Label
32,17.79429881,39.11345739,-22.18377713,11.34973031,1215,1,0,0.034246575,Good
33,14.94840376,58.59924883,-22.40118685,12.03004695,370,1,0,0.06779661,Very Good
34,17.09863217,47.21693706,-21.67666573,10.60699301,1632,1,0,0.011299435,Very Good
35,20.92449355,32.85229742,-24.38140626,14.28766114,1048,0,0,0.009090909,Very Good
36,19.29445685,30.15666667,-21.72708542,10.62261905,2859,0,0,0.028,Bad
37,16.85563107,41.02502913,-21.53966214,10.62834951,612,0,0,0.16,Good
38,15.53772966,51.09648556,-20.38284147,8.930813648,1537,1,0,0.052631579,Bad
39,18.68829268,34.0079878,-21.4456439,10.44390244,1040,1,0,0.025210084,Very Good
40,15.4678125,28.945,-20.02885,8.816666667,589,1,0,0.169811321,Good
41,15.3170339,54.96235593,-22.44077288,11.77898305,625,1,0,0.058823529,Bad
42,22.48342105,58.91763158,-26.71376842,18.25263158,201,0,0,0.235294118,Good
43,17.18519071,48.28651127,-21.4543446,10.27997966,2093,1,0,0.018779343,Bad
44,13.73519704,56.23568966,-20.32699803,8.973399015,662,1,0,0.010989011,Good
45,14.71868421,53.65526316,-21.06655789,10.12631579,430,0,0,0.064516129,Very Good
46,11.29772727,70.59659091,-20.36505455,9.206060606,343,0,0,0.046875,Very Good
47,18.30284946,66.86478495,-21.44598495,10.91182796,387,0,0,0.183673469,Very Bad
48,19.64949974,36.27236157,-21.21286748,10.14083146,2248,1,0,0.004464286,Bad
49,13.94139394,67.96484848,-20.88348848,10.06060606,306,0,0,0.162790698,Bad
50,18.3335,23.42333333,-19.79312,8.666666667,411,0,0,0.058823529,Bad
51,23.11591169,36.83054545,-27.08817288,17.85974026,1454,0,0.290909091,0.043165468,Bad
52,18.53287179,41.98794872,-21.7705241,10.97435897,804,0,0,0.066666667,Bad
53,12.94548444,57.05777778,-19.52114951,7.875555556,728,0,0,0.08,Very Good
54,14.34494845,63.87802062,-21.06715052,10.17237113,537,1,0,0.063291139,Bad
55,21.77631868,22.53056319,-22.07458462,11.53956044,615,1,0,0.053333333,Very Good
56,17.585,36.33538095,-20.3682,9.196190476,546,0,0,0.055555556,Bad
57,14.6527451,41.59568627,-20.46882353,9.061437908,896,0,0.013071895,0.050847458,Bad
58,16.74500474,31.31826376,-19.68257087,7.99658444,1626,1,0,0.005714286,Good
59,15.63141841,43.9749494,-21.92327002,10.86046806,2063,1,0.077956989,0.009049774,Very Good
60,19.32393939,34.8127399,-22.74112727,12.1020202,1193,0,0,0.045454545,Very Good
61,22.43819149,21.50164894,-22.25870213,11.82553191,641,1,0,0.028169014,Very Good
62,17.72731776,53.58419461,-22.6321167,11.75265154,5152,0,0,0.010075567,Very Good
63,15.11041667,48.99833333,-20.72375,9.477777778,842,1,0,0.046728972,Bad
64,18.8676699,23.73570874,-21.47686602,10.62834951,656,1,0,0.056818182,Bad
65,18.49866667,35.12638889,-22.09282667,11.88888889,274,0,0,0.135135135,Good
66,15.40095238,54.87223389,-21.32330196,10.26946779,680,0,0,0.127906977,Bad
67,18.73956522,39.69869565,-22.12566957,11.39323671,1260,1,0,0.026666667,Good
68,12.76464286,62.39642857,-19.4932,8.076190476,485,1,0,0.101449275,Bad
69,15.48758621,42.01175287,-19.7,8.259770115,548,0,0,0.060606061,Bad
70,12.25044872,49.93250534,-19.67518462,8.191880342,655,1,0,0.033707865,Bad
71,18.4561165,33.61532039,-21.49970097,10.62834951,647,0,0,0.022988506,Bad
72,17.85885246,33.95230328,-20.81451803,9.538579235,1171,1,0,0.051851852,Bad
73,20.26575758,9.352146465,-20.19578182,9.004040404,703,1,0,0.02739726,Very Good
74,16.35258065,53.41647849,-19.96375484,8.630107527,593,0,0,0.012987013,Bad
75,21.18733957,52.50830548,-22.29262139,11.56390374,1228,0,0,0.048780488,Bad
76,11.53125,60.607,-21.362202,10.2,975,1,0.2,0.042372881,Very Good
77,15.51294118,18.63102941,-17.52738824,7.752941176,118,1,0,0.117647059,Bad
78,22.66060606,37.61450216,-22.70089697,12.78614719,511,1,0.233766234,0.015151515,Bad
79,15.7467,47.463,-21.371904,10.4,577,0,0,0.0125,Bad
80,17.77019417,53.37454369,-21.47344078,10.62834951,632,0,0,0.012195122,Good
81,15.26090909,56.53409091,-21.92231636,11.16363636,600,0,0.1,0.074074074,Bad
82,15.09278912,51.80768707,-20.22066667,9.349659864,295,0,0,0.125,Very Good
83,21.9209375,37.60833333,-22.4305375,12.01666667,639,1,0,0.047058824,Bad
84,23.47700758,35.40712121,-24.07307121,14.18787879,565,0,0.011363636,0.089552239,Very Good
85,17.22567568,43.66831081,-20.81831351,9.940540541,462,0,0,0.132075472,Bad
86,15.6139726,39.84065753,-19.62945205,8.387945205,461,1,0.02739726,0.052631579,Bad
87,39.16115591,11.45736559,-39.98837366,35.22795699,1014,0,0.25,0.074766355,Bad
88,27.94472727,27.05340909,-23.38888364,13.36363636,832,1,0.054545455,0.064516129,Very Good
89,13.74861111,64.77766667,-21.8457,11.01037037,559,0,0.37962963,0.083333333,Bad
90,22.73614286,37.24267857,-23.1276,12.88095238,692,0,0,0.034482759,Bad
91,21.98573066,44.57596991,-25.67415244,16.07461318,1924,1,0.140401146,0.056994819,Bad
92,13.68757752,61.38484496,-23.95783101,13.69922481,759,1,0.238372093,0.032258065,Bad
93,19.42398528,50.14503841,-23.04051985,12.4681178,1685,0,0,0.02259887,Very Good
94,12.70125,70.747,-21.1628625,10.09666667,500,0,0,0.088235294,Bad
95,17.69941441,40.84698198,-22.75489009,12.40720721,421,0,0,0.140625,Bad
96,17.69942982,55.03745614,-22.96288772,12.65964912,427,0,0,0.166666667,Bad
97,15.83142157,60.3695098,-22.1571098,11.2627451,1123,0,0,0.036764706,Bad
98,16.7947451,62.76171569,-19.55475451,8.137254902,562,0,0,0.028985507,Bad
99,16.38115385,31.18561538,-19.97433846,8.752820513,497,0,0,0.082191781,Very Good
100,17.42173913,55.92244928,-23.58143478,13.32985507,734,1,0.028985507,0.020618557,Bad
101,19.83305556,40.74907407,-22.51308889,11.78518519,1342,0,0,0.014084507,Bad
102,16.17575269,55.92284946,-21.49530108,10.91182796,359,1,0,0.068965517,Very Good
103,22.94484,37.40105,-24.6675648,14.82,763,0,0,0.034883721,Very Good
104,21.32681818,18.11712121,-21.83937273,11.1030303,890,1,0,0.074468085,Good
105,21.57659091,16.83227273,-21.83625455,11.1030303,897,1,0,0.074468085,Good
106,21.74827068,0.734962406,-20.92795789,9.90075188,951,1,0,0.056818182,Very Good
107,12.10617647,57.10158824,-19.39757059,8.028235294,386,0,0,0.035714286,Bad
108,18.1959,37.287,-21.207264,10.4,629,1,0,0.035294118,Bad
109,13.81854305,46.61843377,-19.88214305,8.304900662,888,1,0,0.028571429,Good
110,17.73652482,38.17304965,-19.89645674,8.55035461,938,1,0,0.056603774,Very Good
111,14.55473684,39.86618421,-18.15939474,6.326315789,504,1,0,0.078125,Bad
112,22.3098592,24.19807692,-24.18425261,13.98186813,2551,1,0,0.04,Very Good
113,15.50291667,54.29833333,-20.58491667,9.755555556,427,1,0,0.057692308,Bad
114,15.97053226,49.84808468,-21.14312645,10.00806452,912,0,0,0.132075472,Bad
115,18.27424528,36.517,-21.6602717,10.85735849,655,0,0,0.035294118,Bad
116,22.59245455,17.8025,-23.49953455,13.36363636,707,1,0,0.076923077,Good
117,15.06796923,58.46068132,-19.33168738,7.613186813,1106,1,0,0.020408163,Very Good
118,19.2620398,50.00547264,-21.98151443,11.53034826,420,0,0,0.109090909,Very Good
119,14.98198347,29.85928512,-18.97874711,7.170578512,780,0,0,0.053763441,Very Good
120,13.05190476,49.46003968,-18.3872,6.834920635,391,1,0,0.083333333,Good
121,14.06692857,56.58166667,-20.46954571,9.19047619,686,0,0.35,0.0625,Bad
122,12.99857143,49.72261905,-22.5337,11.83809524,800,1,0.303571429,0.04040404,Bad
123,19.81051724,48.04562069,-22.23887241,11.62482759,730,1,0,0.084337349,Very Good
124,16.20859551,53.71641854,-22.03914607,11.3494382,501,0,0,0,Very Good
125,14.81806574,49.36681416,-20.09279545,8.811125158,676,1,0,0.082352941,Bad
126,31.22176471,15.39941176,-30.54896471,23.18431373,294,0,0,0.130434783,Bad
127,15.86821212,46.37939394,-20.86317576,9.696969697,657,0,0,0.055555556,Very Bad
128,18.50326531,40.05729592,-22.6542,12.20816327,576,0,0,0.081081081,Good
129,16.07968085,41.60831915,-20.99948936,9.945531915,561,0,0,0.081081081,Good
130,14.87712766,47.92321277,-20.90503404,9.945531915,537,1,0,0.028571429,Very Good
131,23.02522901,31.8288645,-25.09451908,15.40534351,781,1,0,0.060606061,Bad
132,15.73278973,49.74574601,-18.82596419,7.068979875,868,1,0,0.090909091,Bad
133,15.56782324,44.50734861,-20.77294795,9.400981997,1395,0,0,0.020689655,Very Good
134,15.69038961,51.28586039,-21.12572727,9.95974026,899,0,0,0.025641026,Very Good
135,21.7246875,5.808333333,-22.432375,12.01666667,635,1,0,0.02739726,Good
136,33.73726891,-4.362930672,-23.94882353,14.23613445,1018,1,0,0.043956044,Very Good
137,14.42487805,44.4117378,-18.38941463,6.587804878,535,0,0,0.029850746,Bad
138,16.64227575,29.69523256,-18.94292492,7.379401993,583,1,0,0.030769231,Bad
139,22.84810345,-6.284928161,-21.7817931,11.15977011,617,0,0,0.043478261,Bad
140,25.3224085,24.57144628,-25.60793625,15.99386068,1514,1,0,0.032520325,Very Good
141,20.24571429,23.99619048,-21.5232,11.35238095,278,1,0,0,Bad
142,15.97684426,58.96550888,-22.22912459,11.36857923,1009,0,0,0.081300813,Bad
143,28.4185132,29.50108696,-31.04701025,23.13726708,1841,0,0.163043478,0.005181347,Very Good
144,13.53372727,51.03147727,-19.48940364,8.227272727,328,0,0,0.072727273,Very Good
145,16.77192308,30.56307692,-19.20926154,8.738461538,175,0,0,0,Bad
146,8.72,79.08548485,-19.35350909,7.886060606,330,0,0.227272727,0.047619048,Bad
147,16.49675973,41.23401227,-20.23370491,8.769712352,1243,0,0.055837563,0.036231884,Bad
148,13.70589394,58.32848485,-20.89417939,9.515151515,1213,0,0,0.050847458,Good
149,16.45766667,46.43305556,-22.11765333,11.44444444,509,0,0,0.064102564,Bad
150,18.38125,56.65388889,-20.72456667,9.755555556,471,0,0,0.016949153,Bad
151,18.1996,35.604,-22.843672,12.8,288,0,0,0.181818182,Very Good
152,17.54204082,55.63280612,-22.518,12.61632653,278,1,0,0.19047619,Bad
153,15.8106962,57.97862342,-21.29022278,10.40632911,459,0,0,0.042857143,Bad
154,15.92821839,48.31511494,-21.13666494,9.905747126,1364,0,0.172413793,0.027027027,Bad
155,21.13508772,35.5823538,-23.78829474,13.63391813,1028,1,0,0.009259259,Bad
156,13.68153846,66.36557692,-21.18376923,10.31282051,420,1,0,0.133333333,Very Good
157,18.21562179,48.80374101,-21.25173155,10.23062693,877,1,0.014388489,0.035087719,Bad
158,13.60448276,50.31617241,-18.80577931,7.329655172,360,0,0,0.089285714,Bad
159,15.0493674,67.29128345,-22.23247689,11.42530414,729,0,0,0.070707071,Good
160,15.062,61.635,-22.57864,11.93333333,624,0,0,0.074074074,Bad
161,13.97982282,65.82729894,-20.11522501,8.51096057,1765,1,0,0.011363636,Bad
162,18.069,31.505,-19.46016,8.171428571,483,0,0,0.033898305,Bad
163,14.10423077,66.36557692,-21.21241538,10.31282051,427,0,0,0.063492063,Bad
164,15.2034375,57.497,-21.043425,10.09666667,551,1,0.010416667,0.064102564,Bad
165,13.54890756,57.74806723,-20.34183529,9.136134454,669,1,0.016806723,0.052083333,Bad
166,19.19596154,30.41423077,-23.1432,13.16923077,305,0,0,0.020408163,Very Good
167,18.98655914,39.50994624,-21.44408817,10.91182796,396,0,0,0.142857143,Bad
168,18.61430421,41.21665858,-20.45603236,9.255016181,688,0,0,0.02247191,Very Good
169,12.62943089,64.72918699,-19.49540163,8.442276423,237,0,0,0.257142857,Bad
170,17.35424242,54.3070202,-21.93336364,10.9010101,2336,1,0.012626263,0.027522936,Very Bad
171,13.3527673,59.30333333,-20.68873711,9.821383648,292,0,0,0.130434783,Good
172,20.80015464,32.72846649,-22.58761649,11.90618557,1240,0,0,0.045454545,Bad
173,12.84788136,60.35188559,-19.69958644,8.238983051,674,1,0,0.05952381,Bad
174,15.27656131,36.60929204,-20.18437775,8.811125158,687,0,0.424778761,0.010526316,Very Good
175,15.64354839,44.7541129,-19.80569032,8.84516129,386,1,0,0.1,Bad
176,16.29076321,49.17184932,-21.60641566,10.61682975,846,0,0,0.04040404,Bad
177,18.47807229,43.88479518,-20.14897831,9.121927711,557,1,0,0.078125,Bad
178,14.23327273,69.63954545,-21.97309818,11.16363636,576,0,0,0.119402985,Bad
179,14.52584699,51.81415301,-21.4918929,10.35191257,1002,0,0,0.089108911,Bad
180,14.949,53.25441667,-20.993672,9.766666667,860,0,0,0.019047619,Bad
181,13.54568182,60.96022727,-20.24522727,8.903030303,749,0,0,0.02173913,Good
182,16.54311988,32.02985356,-19.34652748,7.74524696,1560,1,0,0.041666667,Bad
183,17.11987179,50.46794872,-21.77278564,10.97435897,765,1,0,0.03030303,Very Good
184,13.98944444,56.46396605,-21.46152593,10.59382716,435,0,0,0.136363636,Very Good
185,42.60878049,10.09804878,-27.35947317,19.37560976,379,0,0,0.05,Very Good
186,16.17311355,43.27380037,-19.90487179,8.506227106,580,0,0,0.098360656,Very Good
187,17.365,39.72967949,-21.12873846,10.05641026,962,1,0,0.028301887,Bad
188,16.52970588,40.92120098,-19.05171765,7.884313725,342,1,0,0.111111111,Bad
189,18.11485772,24.91455285,-19.31685041,7.710569106,1139,1,0,0.037735849,Bad
190,13.94214286,63.40595238,-19.2944,8.552380952,253,1,0,0.133333333,Very Good
191,19.51792857,53.63785714,-23.71546,13.48571429,801,0,0,0.053763441,Bad
192,15.59584906,22.74266667,-18.25862642,6.491572327,1071,1,0,0.032786885,Bad
193,17.10034547,51.00903361,-22.01935817,10.99993775,2200,0,0,0.01826484,Bad
194,21.14285714,36.11047619,-21.596,12.3047619,143,0,0,0.068965517,Bad
195,11.01089143,76.774,-20.75784549,9.462857143,624,0,0,0,Very Good
196,17.8662,41.103,-20.991174,10.2,1244,1,0,0.020408163,Bad
197,19.15742424,40.38041667,-22.68113939,12.3040404,593,1,0,0.032967033,Bad
198,15.98726027,41.94412671,-20.75536164,9.573972603,877,1,0,0.11,Bad
199,19.26606089,52.60538054,-25.45705904,15.69760148,1367,1,0.05904059,0.025316456,Good
200,20.29775051,26.82893149,-23.48167935,13.11206544,974,0,0,0.055045872,Bad
201,15.16347826,47.80771014,-19.50132174,8.099710145,435,0,0,0.145454545,Bad
202,16.44980874,43.9669194,-22.95318251,12.29781421,1630,0,0.459016393,0.011764706,Bad
203,15.86521297,45.3222028,-20.84728608,9.611443102,1438,1,0,0.037037037,Very Good
204,25.54114286,13.82428571,-25.78032,17.14285714,219,0,0,0.206896552,Very Good
205,13.51602151,54.10150538,-17.62576344,6.778494624,392,1,0,0.072727273,Bad
206,16.1465303,39.05575758,-20.83511212,9.515151515,1327,0,0,0.014184397,Very Good
207,13.10222222,52.9692963,-17.7718,7.060740741,334,1,0,0.113207547,Very Good
208,32.57373494,-23.27786145,-27.48112289,19.08192771,586,1,0.108433735,0.06557377,Very Good
209,13.53173469,54.22165816,-18.3208,7.716326531,300,1,0,0.11627907,Bad
210,8.795855856,72.8463964,-19.13918559,8.014414414,189,0,0,0.027777778,Bad
211,7.143333333,65.78888889,-18.1406,7.822222222,92,0,0,0.15,Good
212,15.19928571,42.16761905,-21.6016,10.87619048,466,1,0,0.106060606,Bad
213,15.24217391,40.31032609,-18.78856522,7.469565217,302,0,0,0.113636364,Bad
214,15.35681818,37.97033333,-19.28669091,7.886060606,423,0,0,0,Bad
215,17.40427451,27.84406863,-19.48696157,8.137254902,573,1,0,0.057971014,Bad
216,13.05489855,66.44865942,-21.13842899,10.01449275,608,0,0,0.048192771,Bad
217,17.53184911,41.38365754,-21.6570568,10.68668639,1019,1,0,0.055045872,Bad
218,23.88260577,19.12451562,-24.64440696,14.63123764,1772,1,0,0.052631579,Good
219,9.560378788,70.53015152,-19.82595152,8.775757576,221,0,0,0.217391304,Very Good
220,13.99122137,48.53697328,-19.26420458,7.545343511,803,0,0,0.024390244,Bad
221,16.82226718,40.27242132,-21.09483211,9.920102762,1052,1,0,0.078947368,Bad
222,25.07466667,11.49611111,-24.1998,14.44444444,602,1,0,0.057142857,Very Good
223,19.2145933,23.63038278,-20.96907368,9.79138756,1382,1,0,0,Very Good
224,23.36647059,77.86230392,-22.79689412,12.98431373,347,0,0,0.036363636,Very Good
225,17.37996825,31.47925926,-21.07954921,10.01058201,836,1,0,0.012987013,Very Good
226,15.34731027,54.45,-20.83955893,9.626785714,751,0,0.125,0.021276596,Bad
227,17.75221212,27.10666667,-20.84393212,9.696969697,701,0,0,0.1,Bad
228,14.40973333,49.15033333,-20.29821333,9.466666667,292,1,0,0.130434783,Good
229,13.6234359,44.50378205,-18.39966974,6.948717949,409,1,0,0.033898305,Bad
230,17.26848485,45.32790404,-20.18568485,9.004040404,640,1,0,0.022988506,Very Good
231,12.22286408,64.9137678,-20.00746019,8.309449838,1701,1,0,0.010582011,Bad
232,12.56925824,68.55530907,-18.69918462,6.98956044,547,1,0,0.102941176,Bad
233,10.4529661,72.56883475,-19.61088814,8.577966102,307,1,0,0.155555556,Very Good
234,22.14698923,44.84188312,-30.99166696,22.94241368,2131,1,0.095818815,0.015625,Very Good
235,14.91286136,61.64483038,-21.01250029,9.887315634,646,0,0,0.053333333,Bad
236,7.161,73.545,-17.2428,5.733333333,163,0,0,0,Good
237,14.55333333,53.24122222,-19.56341667,8.315555556,440,1,0,0.018867925,Very Good
238,10.0113961,74.58409091,-19.13226104,7.483116883,470,0,0,0.072289157,Bad
239,19.441,25.56055556,-20.26298667,9.644444444,609,1,0,0.0125,Very Good
240,15.36699275,47.48036232,-19.89063623,8.568115942,569,1,0,0.059701493,Very Good
241,7.622648402,87.61460046,-19.08719635,7.414611872,356,0,0,0.196721311,Bad
242,9.340360733,70.61202839,-19.56339468,7.770865366,1346,0,0.389513109,0.02,Bad
243,14.50927686,47.81370351,-19.87268926,8.380578512,729,1,0,0.075268817,Bad
244,20.09619048,43.51365079,-21.5666,10.71746032,830,1,0,0.0625,Bad
245,20.36308655,37.17729927,-21.05235454,10.12054223,931,1,0,0.104651163,Very Good
246,14.1622695,41.18014184,-19.86809929,9.117730496,277,1,0,0.095238095,Bad
247,17.88850746,59.07280597,-19.24597612,7.957014925,464,1,0,0,Very Bad
248,16.21745251,47.31187924,-22.61320054,11.89470828,1449,1,0.235074627,0.034722222,Good
249,16.72080995,60.72303167,-21.21680561,9.924585219,3069,0,0,0.013333333,Very Good
250,15.71575503,60.16149748,-20.94382282,9.584228188,1761,0,0,0.06043956,Very Good
251,17.92333333,35.45388889,-20.65433333,10.31111111,232,0,0,0.225806452,Very Good
252,11.96645161,68.41674194,-18.95068387,7.60516129,358,1,0,0.089285714,Bad
253,18.91552,62.4008,-22.82956,12.16,1478,0,0.156,0.046783626,Bad
254,17.77375,39.545,-19.635625,9.65,212,1,0,0.117647059,Bad
255,18.46652174,54.44652174,-22.18645797,11.39323671,1248,1,0,0.015625,Bad
256,22.275,44.21109234,-23.62941622,13.46036036,703,0,0,0.04,Bad
257,21.26648678,35.70485958,-23.76460529,13.52621145,1374,1,0.088105727,0.056603774,Good
258,16.5945,38.135,-21.34809,11,238,0,0,0.222222222,Bad
259,19.47133181,44.38060122,-25.04028432,15.11476408,1530,0,0.29109589,0.00621118,Bad
260,19.75548507,39.45986567,-23.37363731,12.86925373,1581,0,0,0.04519774,Good
261,15.48433871,52.58356855,-21.16399097,10.00806452,896,0,0,0.045454545,Bad
262,18.76747126,54.26130268,-24.05034943,13.7532567,1424,0,0,0.045112782,Bad
263,13.13838208,60.1040625,-20.34592792,8.775943396,1479,1,0,0.023668639,Bad
264,14.81322581,63.03556989,-20.83836129,9.870107527,532,1,0,0.042253521,Bad
265,10.71041096,71.2050411,-19.72047123,8.387945205,385,0,0,0.084745763,Bad
266,17.61583761,44.42089744,-21.53979453,10.45584046,1643,1,0,0.052980132,Bad
267,15.50688312,51.28586039,-21.13489091,9.95974026,893,0,0,0.079207921,Very Good
268,15.255,46.94444444,-17.9103,6.711111111,246,1,0,0.142857143,Bad
269,15.01969697,49.33015152,-19.69365152,8.775757576,272,0,0,0.162162162,Bad
270,13.43504679,63.23022282,-20.03455134,8.363279857,1519,0,0.037878788,0.114457831,Very Good
271,15.8095,57.92166667,-21.27965333,10.22222222,1041,1,0,0.031496063,Very Good
272,14.27131498,67.03069572,-20.77463425,9.450152905,1232,1,0,0.014492754,Very Good
273,17.01678571,39.92357143,-20.143825,8.757142857,724,0,0,0.033333333,Very Good
274,33.30666667,-5.012037037,-31.43011111,24.34074074,318,0,0,0.104166667,Bad
275,17.73660714,56.78928571,-22.53685,11.83809524,969,0,0.011904762,0.032258065,Good
276,13.97959459,55.12777027,-20.92584865,9.58018018,1233,0,0,0.050724638,Bad
277,20.15803653,36.93118721,-22.62328584,12.28127854,456,0,0,0.061538462,Very Good
278,18.34258389,53.49336409,-26.52884295,17.16845638,669,0,0.436241611,0.049382716,Good
279,17.62727294,56.01225672,-22.99436413,12.33586654,1853,0,0,0.009852217,Bad
280,20.74125,39.96551724,-23.98203103,13.77241379,1363,1,0,0.042682927,Bad
281,15.98799479,55.99416667,-21.76278542,10.84583333,727,0,0.0390625,0.069306931,Bad
282,11.84516129,56.15196237,-20.04974194,8.630107527,504,0,0,0.057142857,Good
283,17.04217105,50.72808772,-22.15925,11.2077193,2621,0,0,0.028708134,Very Good
284,14.85815068,52.39892123,-20.83416438,9.482648402,1263,0,0,0.063380282,Bad
285,16.66472603,38.07198059,-20.81590685,9.482648402,1347,1,0,0.028368794,Very Good
286,20.48026316,44.92985902,-25.30378947,15.60075188,714,0,0.142857143,0.10989011,Good
287,14.43379386,55.6204386,-19.12303333,7.329824561,953,0,0,0.028301887,Bad
288,22.01388889,50.18248457,-21.25826667,10.59382716,573,1,0,0.028169014,Very Good
289,17.28638472,52.05144488,-21.80041054,10.68950373,2938,0,0,0.014869888,Very Good
290,17.32902597,52.78590909,-20.98214156,9.845887446,822,0,0,0.0125,Very Good
291,9.8772,68.6435,-19.178952,7.8,266,0,0,0.230769231,Good
292,21.14823529,14.99176471,-20.32009412,9.976470588,246,0,0,0.162162162,Bad
293,19.89817204,29.93575269,-21.4858172,10.91182796,408,0,0,0.06,Very Bad
294,17.32884058,58.13347826,-22.21457971,11.39323671,1198,0,0,0.013422819,Bad
295,22.64116667,38.34944444,-24.22985333,14.22222222,1111,1,0,0.040540541,Very Good
296,20.94829879,57.81818869,-20.09605527,8.640587219,1407,1,0,0.016,Bad
297,32.49259259,19.06697531,-31.3332,23.84691358,926,1,0,0.086956522,Very Good
298,24.69892857,54.24357143,-23.4013,14.62857143,191,0,0,0.153846154,Good
299,23.98037415,46.47833333,-25.09253333,15.47482993,605,0,0,0.013888889,Bad
300,17.03978425,50.63967098,-22.11898296,11.34973031,1182,1,0,0.084615385,Bad
301,17.20266792,24.18210918,-19.46792919,7.657876273,2711,1,0,0.030769231,Good
302,17.59191964,35.9,-20.54877455,9.626785714,812,1,0,0.02020202,Bad
303,20.09272727,58.57464719,-22.20614545,11.41316017,1470,0,0,0.02739726,Bad
304,14.57033708,49.51727154,-23.38915955,12.82981273,1284,0,0,0,Very Good
305,15.28545455,45.67942424,-19.31787273,7.886060606,422,0,0,0.130434783,Bad
306,18.97963964,4.08963964,-18.90557477,8.014414414,269,1,0,0.076923077,Bad
307,22.19550201,69.43285141,-23.54372851,13.54859438,525,1,0,0.06557377,Bad
308,14.43614286,52.18107143,-20.53312,9.571428571,403,1,0,0.083333333,Bad
309,22.03942857,38.85535714,-20.15512,10.14285714,258,1,0,0.09375,Bad
310,14.88253846,58.57509615,-20.18483077,9.115384615,389,0,0.092307692,0.080645161,Bad
311,14.72834499,63.15325758,-22.51728625,11.67319347,1472,0,0,0.057803468,Very Good
312,23.44230769,42.08134615,-24.90844,15.30769231,790,1,0,0.027522936,Good
313,14.34684211,64.81315789,-21.07274737,10.65263158,212,0,0,0.102564103,Very Good
314,14.27021143,60.4924,-20.73291429,9.302857143,1421,0,0,0.012269939,Bad
315,16.53869198,48.07628692,-23.21507173,13.03966245,416,1,0,0.101694915,Bad
316,18.89553571,46.36928571,-23.70727,13.34285714,1565,0,0.060714286,0.005494505,Bad
317,19.22768815,44.55843035,-23.85640025,13.49272349,2076,0,0.005405405,0,Very Good
318,15.95673077,30.56307692,-19.16968462,7.969230769,341,1,0,0.058823529,Bad
319,16.58,44.98438034,-21.16894359,10.14188034,702,0,0,0.086956522,Very Good
